9070008,43532519,Entire home/apt,,2,3,1.0,0.43625,1.0,0.7676923076923077,1.0,-39.36505872700471,-144.97344255986582,1
9077172,1191923,Entire home/apt,,2,2,1.0,0.43625,0.75,0.6076923076923076,1.3333333333333333,-39.30822886768239,-145.589995210083,1
9992029,51335004,Entire home/apt,,2,2,1.0,0.43625,1.0,0.7461538461538462,1.3333333333333333,-39.30117181430882,-145.51904504571098,1
1369898,7429201,Entire home/apt,,2,17,1.0,0.43625,0.75,0.6092307692307692,1.0,-39.06819637634357,-145.36525793919054,1
6510524,461037,Entire home/apt,,2,1,1.0,0.43625,0.75,0.6923076923076923,1.0,-39.08780566254265,-145.3775725345243,1
3850056,1201408,Entire home/apt,,2,13,1.0,0.43625,0.75,0.43846153846153846,1.6666666666666667,-39.37238835872411,-144.96590764872496,1
2393986,13894229,Entire home/apt,,2,21,1.0,0.43625,0.75,0.43846153846153846,1.6666666666666667,-39.37376487937055,-144.96591993056867,1
8539001,9522619,Entire home/apt,,2,18,1.0,0.3333333333333333,0.5,0.38461538461538464,1.3333333333333333,-39.2783024910936,-145.0422577303992,1
229954,1201408,Entire home/apt,,2,16,1.0,0.43625,0.75,0.7676923076923077,1.6666666666666667,-39.23208683255795,-145.07616176007213,1
23639,93320,Entire home/apt,,2,7,1.0,0.43625,0.75,0.6692307692307692,1.6666666666666667,-39.14271657031031,-145.3911521597643,1
7955724,1731631,Entire home/apt,,1,2,1.0,0.43625,0.75,0.8461538461538461,1.3333333333333333,-39.95224427381049,-145.50727085150228,1
3441926,6152329,Entire home/apt,,4,2,1.0,0.16666666666666666,0.5,0.5769230769230769,1.6666666666666667,-40.10993084687376,-144.93184395508322,1
11166742,58092262,Entire home/apt,,4,1,1.0,0.4166666666666667,0.5,0.3076923076923077,1.6666666666666667,-40.1059266709735,-144.9268964190258,1
2979531,12304286,Entire home/apt,,6,12,1.0,0.4166666666666667,0.5,0.3076923076923077,1.6666666666666667,-39.982236069202294,-144.96153735932376,1
6095416,23906942,Entire home/apt,,4,5,1.0,0.3333333333333333,0.75,0.25846153846153846,1.6666666666666667,-40.09112021522797,-144.63717795982404,1
3425134,17264457,Entire home/apt,,3,2,1.0,0.43625,0.75,0.6153846153846154,1.6666666666666667,-39.79397983465407,-144.73886548515534,1
4033557,15648143,Entire home/apt,,3,2,1.0,0.43625,0.5,0.46153846153846156,1.6666666666666667,-39.963449969607616,-144.65285778034533,1
1978125,9384967,Entire home/apt,,1,43,1.0,0.43625,0.75,0.44461538461538463,1.6666666666666667,-40.01237233111737,-145.30592435203243,1
8781258,46027356,Entire home/apt,,5,3,1.0,0.43625,0.75,0.5384615384615384,1.3333333333333333,-40.04850531664073,-144.89356349508725,1
8764703,14596681,Entire home/apt,,4,2,1.0,0.4166666666666667,0.75,0.45384615384615384,1.0,-40.151120160712296,-144.87543549371168,1
1170424,6407964,Entire home/apt,,4,4,1.0,0.43625,0.75,0.4461538461538462,1.0,-40.08893958846131,-144.62533416850076,1
4758288,9797360,Entire home/apt,,4,14,1.0,0.43625,0.5,0.33076923076923076,1.0,-40.12811999989107,-144.90066854169683,1
2619024,13412580,Entire home/apt,,4,11,1.0,0.4166666666666667,0.5,0.3830769230769231,1.0,-40.13081579973134,-144.90168179380623,1
4416745,12622337,Entire home/apt,,4,20,1.0,0.43625,0.5,0.3861538461538462,1.0,-40.140146156509125,-144.89461768667584,1
8190277,43202501,Entire home/apt,,4,13,1.0,0.43625,0.5,0.5615384615384615,1.0,-40.14445562015672,-144.8975223427228,1
5138295,26567464,Entire home/apt,,4,18,1.0,0.4166666666666667,0.5,0.49846153846153846,1.0,-40.040995783213084,-144.5932007713018,1
1836416,378608,Entire home/apt,,3,16,1.0,0.43625,0.5,0.3769230769230769,1.0,-39.96081958857034,-144.65777870574135,1
2268117,11581691,Entire home/apt,,3,11,1.0,0.3333333333333333,0.5,0.23076923076923078,1.0,-39.8396803201161,-144.73766800538968,1
7619608,34800048,Entire home/apt,,3,8,1.0,0.43625,0.75,0.3230769230769231,1.0,-39.9436008144642,-144.67853706865347,1
9240532,46740539,Entire home/apt,,7,7,1.0,0.43625,0.75,0.2907692307692308,1.0,-39.97856443888395,-144.9865841326787,1
6572436,34375951,Entire home/apt,,3,9,1.0,0.43625,0.75,0.5307692307692308,1.0,-39.77518828349248,-144.80738793841266,1
3986979,14898273,Entire home/apt,,3,2,1.0,0.43625,0.75,0.5769230769230769,1.0,-39.79287861813691,-144.75322091352558,1
4339895,13526139,Entire home/apt,,4,17,1.0,0.43625,1.0,0.7615384615384615,1.0,-40.10787015457928,-144.6675407245489,1
5078489,2059676,Entire home/apt,,3,21,1.0,0.16666666666666666,0.25,0.45384615384615384,1.3333333333333333,-39.753646416821454,-144.7433156065409,1
2314868,11820639,Private room,,3,5,1.0,0.16666666666666666,0.25,0.3153846153846154,1.3333333333333333,-39.76212087759334,-144.74030246087412,1
1019189,5610952,Entire home/apt,,3,15,1.0,0.16666666666666666,0.25,0.19230769230769232,1.3333333333333333,-39.71824939283183,-144.7330582200354,1
9885244,50150452,Entire home/apt,,3,2,1.0,0.16666666666666666,0.0,0.19230769230769232,1.3333333333333333,-39.97050157141426,-144.64918550906398,1
7859792,41423781,Entire home/apt,,3,18,1.0,0.16666666666666666,0.0,0.2153846153846154,1.3333333333333333,-39.7351656049741,-144.75737831763507,1
2254945,10509623,Entire home/apt,,3,20,1.0,0.16666666666666666,0.0,0.19230769230769232,1.3333333333333333,-39.82148844131534,-144.7177345729828,1
6994710,36247801,Entire home/apt,,3,2,1.0,0.16666666666666666,0.25,0.2692307692307692,1.6666666666666667,-39.76333112544883,-144.7402267228377,1
307004,1579356,Entire home/apt,,3,91,1.0,0.16666666666666666,0.25,0.2846153846153846,1.6666666666666667,-39.80182191366363,-144.7121852265816,1
6493496,17264457,Entire home/apt,,3,5,1.0,0.3333333333333333,0.0,0.2076923076923077,1.6666666666666667,-39.793295663006035,-144.73890233068656,1
716971,3696248,Entire home/apt,,3,51,1.0,0.16666666666666666,0.5,0.13384615384615384,1.6666666666666667,-39.875333567750815,-144.71949292361307,1
236478,1239659,Private room,,4,100,1.0,0.08333333333333333,0.25,0.1076923076923077,1.6666666666666667,-40.11093393518642,-144.9254266917237,1
10765418,1927133,Private room,,4,1,1.0,0.16666666666666666,0.25,0.13076923076923078,1.6666666666666667,-40.12372331117282,-144.75311447087972,1
10214497,12548147,Entire home/apt,,4,1,1.0,0.3333333333333333,0.25,0.15076923076923077,1.6666666666666667,-40.120572305495,-144.9079823796502,1
10099373,3032821,Private room,,4,1,1.0,0.16666666666666666,0.25,0.10307692307692308,1.3333333333333333,-40.09981001289305,-144.83988365000226,1
7514022,30067625,Private room,,5,13,1.0,0.08333333333333333,0.25,0.1076923076923077,1.3333333333333333,-40.100813101205716,-144.9087540888325,1
66078,88829,Private room,,5,26,1.0,0.16666666666666666,0.25,0.1,1.3333333333333333,-40.01541975702376,-144.85740984103404,1
2236758,11346500,Entire home/apt,,1,1,1.0,0.3333333333333333,0.25,0.33076923076923076,1.6666666666666667,-39.62372467406454,-145.69743882618533,1
